 37354
 609.93 
 529.25
 655.22 
 97.17 
 115.99
 1.54 
 349.51 
 337.85
 77.80 
 318.49
 42.22 
 497.89 
 441.37 
 687.86
 615.34
 1415.91
 801.04 
 1015.59 
 190.29
 559.31
 199.71
 777.55 
 39.72
 658.66 
 29.84
 105.03 
 24.72
 102.64 
 118.53
 136.65 
 297.79
 708.66 
 86.32
 87.79 
 9.97
 362.95 
 89.83 
 31.80 
 110.05
 447.15
 116.00 
 876.35
 719.29 
 376.83 
 100.31
 373.62 
 138.46 
 228.48 
 50.94 
 78.46 
 267.00 
 528.58 
 35.06 
 295.56 
 451.84
 515.59 
 200.99 
 329.87
 224.57 
 107.47
 507.65
 659.01
 818.36 
 356.63 
 213.57 
 571.11 
 124.18 
 171.70
 12.31 
 179.70 
 231.36
 93.61
 497.34 
 295.14
 287.86 
 90.12
 123.02
